Round,Model,Accuracy,AUC
轮次一,XGBoost,0.8419037199124726,0.8945232763463542
轮次一,RandomForest,0.8446389496717724,0.899113392584935
轮次一,SVM,0.8386214442013129,0.8715355532823355
轮次一,KNN,0.8309628008752735,0.8479210611432577
轮次一,DecisionTree,0.7954048140043763,0.7339272421696424
