Round,Model,Accuracy,AUC
轮次二,XGBoost,0.8309628008752735,0.8704151068370447
轮次二,RandomForest,0.8304157549234136,0.8745045816045598
轮次二,SVM,0.8304157549234136,0.8296635101234813
轮次二,KNN,0.8189277899343544,0.8261752693946339
轮次二,DecisionTree,0.7718818380743983,0.7137499206866293
