准确率,召回率,F1分数,假正率,假负率,AUC,fpr,tpr,轮次,模型,特征
0.8523,0.9259,0.9025,0.3549,0.0741,0.8922,"[0.         0.01043841 0.01043841 0.01043841 0.01043841 0.01043841
 0.01670146 0.01670146 0.01670146 0.01878914 0.01878914 0.02505219
 0.02505219 0.03131524 0.03131524 0.03131524 0.03131524 0.03757829
 0.03757829 0.03757829 0.03757829 0.04592902 0.05427975 0.05427975
 0.05636743 0.06263048 0.06263048 0.06889353 0.06889353 0.07515658
 0.08141962 0.08141962 0.08977035 0.08977035 0.0960334  0.0960334
 0.10229645 0.10229645 0.10229645 0.1085595  0.11691023 0.11691023
 0.11691023 0.11691023 0.11899791 0.11899791 0.12526096 0.12526096
 0.12734864 0.13152401 0.13987474 0.15031315 0.1565762  0.16075157
 0.16283925 0.17536534 0.18580376 0.18580376 0.19415449 0.19624217
 0.19624217 0.2045929  0.21085595 0.21294363 0.21294363 0.217119
 0.21920668 0.22129436 0.22964509 0.22964509 0.23382046 0.24425887
 0.24425887 0.2526096  0.2526096  0.2651357  0.2651357  0.27557411
 0.28810021 0.29227557 0.3006263  0.30271399 0.30897704 0.32150313
 0.32359081 0.32776618 0.33194154 0.33611691 0.33611691 0.35073069
 0.35490605 0.36951983 0.3736952  0.38830898 0.39248434 0.39874739
 0.39874739 0.41127349 0.41544885 0.41544885 0.42588727 0.42797495
 0.44050104 0.44885177 0.45929019 0.47181628 0.4822547  0.49060543
 0.49478079 0.50313152 0.51565762 0.5177453  0.5302714  0.53444676
 0.53444676 0.53653445 0.54070981 0.54906054 0.55532359 0.56158664
 0.57411273 0.57620042 0.58663883 0.58872651 0.59916493 0.60125261
 0.60125261 0.61377871 0.62212944 0.62421712 0.63256785 0.64926931
 0.66597077 0.67849687 0.68893528 0.69102296 0.70354906 0.70563674
 0.72025052 0.7223382  0.73277662 0.75574113 0.76200418 0.77035491
 0.77244259 0.77453027 0.79331942 0.79749478 0.79749478 0.79958246
 0.81628392 0.83298539 0.84968685 0.86221294 0.87265136 0.88935282
 0.90187891 0.90605428 0.91858038 0.94154489 0.94780793 0.9519833
 0.9519833  0.96868476 0.97077244 1.        ]","[0.         0.20163084 0.20237213 0.20385471 0.20533729 0.20681987
 0.2772424  0.30615271 0.306894   0.35656042 0.3573017  0.39659007
 0.39807265 0.44032617 0.44106746 0.44329133 0.44403262 0.47739066
 0.47813195 0.50852483 0.51000741 0.53965901 0.56263899 0.56338028
 0.56338028 0.58265382 0.5841364  0.60489251 0.60711638 0.62490734
 0.64862861 0.65011119 0.6641957  0.66641957 0.68272795 0.68346924
 0.69681245 0.69755374 0.69903632 0.7153447  0.72349889 0.72498147
 0.744255   0.74573758 0.74573758 0.74647887 0.75685693 0.75759822
 0.76426983 0.77983692 0.78502595 0.79021497 0.79614529 0.8102298
 0.8102298  0.81690141 0.82134915 0.82209044 0.82727947 0.8324685
 0.83320979 0.83765752 0.84507042 0.84507042 0.84581171 0.85544848
 0.85544848 0.85693106 0.85989622 0.86063751 0.86063751 0.8687917
 0.87249815 0.87768718 0.87916976 0.88361749 0.88435878 0.89251297
 0.89696071 0.90066716 0.90214974 0.90214974 0.90733877 0.90956264
 0.90956264 0.91326909 0.91771683 0.9199407  0.92068199 0.92364715
 0.92587102 0.92883617 0.92883617 0.93031875 0.93254262 0.93328391
 0.9340252  0.93624907 0.93773165 0.93847294 0.94069681 0.94069681
 0.94069681 0.94292068 0.94366197 0.94662713 0.948851   0.95033358
 0.95033358 0.95181616 0.95255745 0.95255745 0.95255745 0.95255745
 0.95329874 0.95329874 0.95478132 0.95478132 0.95478132 0.95700519
 0.96071164 0.96071164 0.96145293 0.96145293 0.96515938 0.96515938
 0.96590067 0.96812454 0.96812454 0.9710897  0.97183099 0.97331357
 0.97405486 0.97627872 0.97998517 0.97998517 0.98146775 0.98146775
 0.9851742  0.9851742  0.9851742  0.98739807 0.98888065 0.98962194
 0.98962194 0.99184581 0.99184581 0.9925871  0.99332839 0.99332839
 0.99406968 0.99406968 0.99629355 0.99703484 0.99703484 0.99703484
 0.99777613 0.99777613 0.99777613 0.99851742 0.99851742 0.99851742
 0.99925871 0.99925871 0.99925871 1.        ]",轮次四,RandomForest,"文本特征: LDA, CV; 数值特征: 评论长度, 情感得分, 句子数, 平均句子长度; PCA: 否; RFE: 否"
0.8321,0.8577,0.8829,0.2401,0.1423,0.8868,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00208768
 0.00208768 0.00208768 0.00208768 0.00208768 0.00208768 0.00208768
 0.00417537 0.00417537 0.00417537 0.00417537 0.00417537 0.00417537
 0.00626305 0.00626305 0.00626305 0.00835073 0.00835073 0.01043841
 0.01043841 0.01043841 0.01043841 0.01043841 0.01043841 0.01043841
 0.01043841 0.01043841 0.01043841 0.01043841 0.01043841 0.01043841
 0.0125261  0.0125261  0.0125261  0.0125261  0.0125261  0.0125261
 0.0125261  0.0125261  0.0125261  0.0125261  0.0125261  0.0125261
 0.0125261  0.0125261  0.0125261  0.0125261  0.0125261  0.0125261
 0.0125261  0.0125261  0.0125261  0.0125261  0.01670146 0.01670146
 0.01878914 0.01878914 0.02087683 0.02087683 0.02087683 0.02087683
 0.02087683 0.02087683 0.02296451 0.02296451 0.02505219 0.02505219
 0.03131524 0.03131524 0.03340292 0.03340292 0.03549061 0.03549061
 0.03757829 0.03757829 0.03966597 0.03966597 0.04175365 0.04175365
 0.04175365 0.04175365 0.04384134 0.04384134 0.04592902 0.04592902
 0.0480167  0.0480167  0.05010438 0.05010438 0.05427975 0.05427975
 0.05636743 0.05636743 0.05845511 0.05845511 0.0605428  0.0605428
 0.0605428  0.0605428  0.06263048 0.06263048 0.06263048 0.06263048
 0.06471816 0.06471816 0.06680585 0.06680585 0.06889353 0.06889353
 0.07306889 0.07306889 0.07515658 0.07515658 0.07724426 0.07724426
 0.08350731 0.08350731 0.08350731 0.08350731 0.08559499 0.08559499
 0.08768267 0.08768267 0.09185804 0.09185804 0.09394572 0.09394572
 0.0960334  0.0960334  0.09812109 0.09812109 0.10020877 0.10020877
 0.10229645 0.10229645 0.10647182 0.10647182 0.1085595  0.1085595
 0.11273486 0.11273486 0.11482255 0.11482255 0.11691023 0.11691023
 0.11899791 0.11899791 0.12108559 0.12108559 0.12108559 0.12108559
 0.12317328 0.12317328 0.12526096 0.12526096 0.12734864 0.12734864
 0.13152401 0.13152401 0.13361169 0.13361169 0.13987474 0.13987474
 0.1440501  0.1440501  0.14613779 0.14613779 0.14822547 0.14822547
 0.15031315 0.15031315 0.15031315 0.15031315 0.15448852 0.15448852
 0.1565762  0.1565762  0.1565762  0.1565762  0.16283925 0.16283925
 0.16492693 0.16492693 0.16701461 0.16701461 0.16701461 0.16701461
 0.1691023  0.1691023  0.17118998 0.17118998 0.17327766 0.17327766
 0.17536534 0.17536534 0.17745303 0.17745303 0.17954071 0.17954071
 0.18162839 0.18162839 0.18371608 0.18371608 0.18580376 0.18580376
 0.18789144 0.18789144 0.19206681 0.19206681 0.19415449 0.19415449
 0.19832985 0.19832985 0.20250522 0.20250522 0.2045929  0.2045929
 0.20668058 0.20668058 0.21294363 0.21294363 0.217119   0.217119
 0.22129436 0.22129436 0.22129436 0.22338205 0.22338205 0.22755741
 0.22755741 0.23173278 0.23173278 0.23382046 0.23382046 0.23590814
 0.23590814 0.23799582 0.23799582 0.24008351 0.24008351 0.24634656
 0.24634656 0.24843424 0.24843424 0.25052192 0.25052192 0.25469729
 0.25469729 0.25678497 0.25678497 0.26096033 0.26096033 0.26304802
 0.26304802 0.2651357  0.2651357  0.26722338 0.26722338 0.27139875
 0.27139875 0.27348643 0.27348643 0.27974948 0.27974948 0.28601253
 0.28601253 0.29018789 0.29018789 0.3006263  0.3006263  0.3131524
 0.3131524  0.31732777 0.31732777 0.31732777 0.32150313 0.32150313
 0.32359081 0.3256785  0.3256785  0.32776618 0.32776618 0.33402923
 0.33402923 0.33820459 0.33820459 0.34237996 0.34237996 0.34446764
 0.34446764 0.34655532 0.34655532 0.34864301 0.34864301 0.35073069
 0.35073069 0.35490605 0.35490605 0.35908142 0.35908142 0.3611691
 0.3611691  0.36534447 0.36534447 0.36951983 0.36951983 0.3736952
 0.37787056 0.37995825 0.37995825 0.38413361 0.38413361 0.38622129
 0.38622129 0.38830898 0.38830898 0.39665971 0.39665971 0.40083507
 0.40083507 0.40709812 0.40709812 0.41336117 0.41336117 0.41544885
 0.41544885 0.42588727 0.42588727 0.42797495 0.42797495 0.43215031
 0.43215031 0.43841336 0.43841336 0.44467641 0.44467641 0.44676409
 0.44676409 0.45093946 0.45093946 0.45302714 0.45302714 0.45511482
 0.45511482 0.46555324 0.46555324 0.47181628 0.47181628 0.4822547
 0.4822547  0.49478079 0.49478079 0.49686848 0.49686848 0.50104384
 0.50104384 0.50939457 0.50939457 0.51148225 0.51148225 0.51356994
 0.51356994 0.51565762 0.51565762 0.52192067 0.52192067 0.52400835
 0.52400835 0.52609603 0.52609603 0.53235908 0.53235908 0.53862213
 0.53862213 0.54279749 0.54279749 0.54697286 0.54697286 0.54906054
 0.54906054 0.55114823 0.55114823 0.55323591 0.55323591 0.55532359
 0.55532359 0.56784969 0.56784969 0.57411273 0.57411273 0.58246347
 0.58246347 0.58455115 0.58455115 0.58663883 0.58663883 0.58872651
 0.58872651 0.59707724 0.59707724 0.60542797 0.60542797 0.60751566
 0.60751566 0.61169102 0.61586639 0.61586639 0.62004175 0.62004175
 0.62212944 0.62212944 0.62839248 0.62839248 0.63256785 0.63256785
 0.64509395 0.64718163 0.65135699 0.65135699 0.65553236 0.65553236
 0.65970772 0.65970772 0.66179541 0.66179541 0.67223382 0.67223382
 0.68893528 0.68893528 0.69311065 0.69311065 0.71189979 0.71189979
 0.71816284 0.71816284 0.72860125 0.72860125 0.73903967 0.75574113
 0.76409186 0.76409186 0.79958246 0.80375783 0.80375783 0.81419624
 0.81419624 0.82254697 0.82254697 0.84133612 0.84133612 0.84551148
 0.84551148 0.86221294 0.86221294 0.86430063 0.86430063 0.86638831
 0.86638831 0.8914405  0.8914405  0.9039666  0.9039666  0.92484342
 0.92484342 0.92693111 0.92901879 0.95407098 0.95407098 0.96868476
 0.96868476 0.97077244 0.97077244 0.98538622 0.98538622 0.99582463
 0.99582463 1.        ]","[0.00000000e+00 7.41289844e-04 3.33580430e-02 3.55819125e-02
 5.41141586e-02 5.63380282e-02 6.15270571e-02 6.89399555e-02
 7.04225352e-02 7.26464047e-02 8.37657524e-02 8.96960712e-02
 9.11786509e-02 9.26612305e-02 1.04521868e-01 1.08228317e-01
 1.08969607e-01 1.12676056e-01 1.22312824e-01 1.23795404e-01
 1.25277984e-01 1.26760563e-01 1.47516679e-01 1.47516679e-01
 1.52705708e-01 1.54188288e-01 1.58636027e-01 1.66048925e-01
 1.69014085e-01 1.81616012e-01 1.81616012e-01 1.96441809e-01
 1.97924388e-01 2.11267606e-01 2.13491475e-01 2.14232765e-01
 2.14232765e-01 2.15715345e-01 2.20163084e-01 2.20163084e-01
 2.24610823e-01 2.24610823e-01 2.26093403e-01 2.55003706e-01
 2.57227576e-01 2.59451446e-01 2.65381764e-01 2.82431431e-01
 2.85396590e-01 2.86879170e-01 2.97257228e-01 3.00222387e-01
 3.03187546e-01 3.05411416e-01 3.05411416e-01 3.09117865e-01
 3.10600445e-01 3.14306894e-01 3.18013343e-01 3.20237213e-01
 3.22461082e-01 3.26908821e-01 3.28391401e-01 3.31356560e-01
 3.32839140e-01 3.40993328e-01 3.42475908e-01 3.49888807e-01
 3.54336546e-01 3.56560415e-01 3.68421053e-01 3.71386212e-01
 3.73610082e-01 3.77316531e-01 3.79540400e-01 3.97331357e-01
 3.97331357e-01 3.98072646e-01 3.98072646e-01 4.04002965e-01
 4.04002965e-01 4.11415864e-01 4.12898443e-01 4.25500371e-01
 4.26982950e-01 4.28465530e-01 4.28465530e-01 4.31430689e-01
 4.31430689e-01 4.35878428e-01 4.35878428e-01 4.38102298e-01
 4.38102298e-01 4.46997776e-01 4.46997776e-01 4.72201631e-01
 4.72201631e-01 4.75166790e-01 4.75166790e-01 4.84062268e-01
 4.84062268e-01 5.10748703e-01 5.12231282e-01 5.21868050e-01
 5.21868050e-01 5.39659007e-01 5.39659007e-01 5.49295775e-01
 5.49295775e-01 5.55967383e-01 5.55967383e-01 5.61156412e-01
 5.61156412e-01 5.61897702e-01 5.61897702e-01 5.68569311e-01
 5.68569311e-01 5.73017050e-01 5.73017050e-01 5.81171238e-01
 5.82653818e-01 5.85618977e-01 5.85618977e-01 5.92290586e-01
 5.93773165e-01 5.94514455e-01 5.94514455e-01 6.03409933e-01
 6.03409933e-01 6.07116383e-01 6.07116383e-01 6.07857672e-01
 6.07857672e-01 6.09340252e-01 6.09340252e-01 6.12305411e-01
 6.12305411e-01 6.16011861e-01 6.16011861e-01 6.26389918e-01
 6.27872498e-01 6.52335063e-01 6.52335063e-01 6.53817643e-01
 6.53817643e-01 6.59006672e-01 6.59006672e-01 6.67160860e-01
 6.67160860e-01 6.69384729e-01 6.69384729e-01 6.73091179e-01
 6.73091179e-01 6.77538918e-01 6.77538918e-01 6.81245367e-01
 6.81245367e-01 6.88658265e-01 6.88658265e-01 6.92364715e-01
 6.92364715e-01 6.95329874e-01 6.99036323e-01 7.05707932e-01
 7.05707932e-01 7.10896961e-01 7.10896961e-01 7.13120830e-01
 7.13120830e-01 7.13862120e-01 7.13862120e-01 7.14603410e-01
 7.16085990e-01 7.24981468e-01 7.24981468e-01 7.25722758e-01
 7.25722758e-01 7.31653076e-01 7.31653076e-01 7.33876946e-01
 7.33876946e-01 7.36100815e-01 7.36100815e-01 7.48702743e-01
 7.48702743e-01 7.52409192e-01 7.52409192e-01 7.56115641e-01
 7.56115641e-01 7.57598221e-01 7.57598221e-01 7.63528540e-01
 7.63528540e-01 7.68717569e-01 7.70941438e-01 7.73165308e-01
 7.73165308e-01 7.76871757e-01 7.76871757e-01 7.79836916e-01
 7.81319496e-01 7.85025945e-01 7.85025945e-01 7.87249815e-01
 7.87249815e-01 7.96886583e-01 7.96886583e-01 8.02816901e-01
 8.05040771e-01 8.05782061e-01 8.05782061e-01 8.08747220e-01
 8.08747220e-01 8.10229800e-01 8.10229800e-01 8.10971090e-01
 8.10971090e-01 8.13194959e-01 8.13194959e-01 8.14677539e-01
 8.14677539e-01 8.15418829e-01 8.15418829e-01 8.16901408e-01
 8.16901408e-01 8.17642698e-01 8.17642698e-01 8.18383988e-01
 8.18383988e-01 8.19125278e-01 8.19125278e-01 8.21349148e-01
 8.21349148e-01 8.22090437e-01 8.22090437e-01 8.23573017e-01
 8.23573017e-01 8.25055597e-01 8.25055597e-01 8.28020756e-01
 8.28020756e-01 8.31727205e-01 8.31727205e-01 8.32468495e-01
 8.32468495e-01 8.42846553e-01 8.42846553e-01 8.44329133e-01
 8.47294292e-01 8.47294292e-01 8.48035582e-01 8.48035582e-01
 8.49518162e-01 8.49518162e-01 8.50259451e-01 8.50259451e-01
 8.53224611e-01 8.53224611e-01 8.54707191e-01 8.54707191e-01
 8.56931060e-01 8.56931060e-01 8.57672350e-01 8.57672350e-01
 8.59896219e-01 8.59896219e-01 8.60637509e-01 8.60637509e-01
 8.64343958e-01 8.64343958e-01 8.70274277e-01 8.70274277e-01
 8.73239437e-01 8.73239437e-01 8.74722016e-01 8.74722016e-01
 8.75463306e-01 8.75463306e-01 8.76204596e-01 8.76204596e-01
 8.77687176e-01 8.77687176e-01 8.82876205e-01 8.82876205e-01
 8.85100074e-01 8.85100074e-01 8.85841364e-01 8.85841364e-01
 8.86582654e-01 8.86582654e-01 8.87323944e-01 8.87323944e-01
 8.88065234e-01 8.88065234e-01 8.88806523e-01 8.88806523e-01
 8.90289103e-01 8.91771683e-01 8.91771683e-01 8.92512973e-01
 8.93254262e-01 8.93254262e-01 8.94736842e-01 8.94736842e-01
 8.95478132e-01 8.95478132e-01 8.97702001e-01 8.97702001e-01
 8.98443291e-01 8.98443291e-01 8.99925871e-01 8.99925871e-01
 9.00667161e-01 9.00667161e-01 9.02149741e-01 9.02149741e-01
 9.02891030e-01 9.02891030e-01 9.03632320e-01 9.03632320e-01
 9.04373610e-01 9.04373610e-01 9.05114900e-01 9.05114900e-01
 9.10303929e-01 9.10303929e-01 9.11045219e-01 9.11045219e-01
 9.13269088e-01 9.13269088e-01 9.13269088e-01 9.13269088e-01
 9.14010378e-01 9.14010378e-01 9.17716827e-01 9.17716827e-01
 9.19199407e-01 9.19199407e-01 9.19940697e-01 9.19940697e-01
 9.22164566e-01 9.22164566e-01 9.25129726e-01 9.25129726e-01
 9.27353595e-01 9.27353595e-01 9.28094885e-01 9.28094885e-01
 9.29577465e-01 9.29577465e-01 9.30318755e-01 9.30318755e-01
 9.31060044e-01 9.31060044e-01 9.31801334e-01 9.31801334e-01
 9.32542624e-01 9.32542624e-01 9.34025204e-01 9.34025204e-01
 9.34766494e-01 9.34766494e-01 9.35507784e-01 9.35507784e-01
 9.36249073e-01 9.36249073e-01 9.36990363e-01 9.36990363e-01
 9.37731653e-01 9.37731653e-01 9.38472943e-01 9.38472943e-01
 9.39214233e-01 9.39214233e-01 9.39955523e-01 9.39955523e-01
 9.40696812e-01 9.40696812e-01 9.42920682e-01 9.42920682e-01
 9.43661972e-01 9.43661972e-01 9.45144552e-01 9.45144552e-01
 9.45885841e-01 9.45885841e-01 9.48109711e-01 9.48109711e-01
 9.48851001e-01 9.48851001e-01 9.50333580e-01 9.50333580e-01
 9.51074870e-01 9.51074870e-01 9.51816160e-01 9.51816160e-01
 9.53298740e-01 9.53298740e-01 9.54040030e-01 9.54040030e-01
 9.54781319e-01 9.54781319e-01 9.55522609e-01 9.55522609e-01
 9.57746479e-01 9.57746479e-01 9.59229059e-01 9.59229059e-01
 9.59970348e-01 9.59970348e-01 9.60711638e-01 9.60711638e-01
 9.62935508e-01 9.62935508e-01 9.63676798e-01 9.63676798e-01
 9.64418087e-01 9.64418087e-01 9.65159377e-01 9.65159377e-01
 9.65900667e-01 9.65900667e-01 9.67383247e-01 9.67383247e-01
 9.68124537e-01 9.68124537e-01 9.68865827e-01 9.68865827e-01
 9.68865827e-01 9.69607116e-01 9.69607116e-01 9.70348406e-01
 9.70348406e-01 9.71089696e-01 9.71089696e-01 9.72572276e-01
 9.72572276e-01 9.73313566e-01 9.73313566e-01 9.74054855e-01
 9.74054855e-01 9.74796145e-01 9.74796145e-01 9.75537435e-01
 9.75537435e-01 9.76278725e-01 9.76278725e-01 9.77020015e-01
 9.77020015e-01 9.78502595e-01 9.78502595e-01 9.79243884e-01
 9.79243884e-01 9.79985174e-01 9.79985174e-01 9.80726464e-01
 9.80726464e-01 9.81467754e-01 9.81467754e-01 9.82950334e-01
 9.82950334e-01 9.82950334e-01 9.82950334e-01 9.84432913e-01
 9.84432913e-01 9.84432913e-01 9.85174203e-01 9.85174203e-01
 9.86656783e-01 9.86656783e-01 9.87398073e-01 9.87398073e-01
 9.88139362e-01 9.88139362e-01 9.88880652e-01 9.88880652e-01
 9.89621942e-01 9.89621942e-01 9.90363232e-01 9.90363232e-01
 9.91104522e-01 9.91104522e-01 9.91845812e-01 9.91845812e-01
 9.92587102e-01 9.92587102e-01 9.93328391e-01 9.93328391e-01
 9.94069681e-01 9.94069681e-01 9.95552261e-01 9.95552261e-01
 9.96293551e-01 9.96293551e-01 9.98517420e-01 9.98517420e-01
 9.99258710e-01 9.99258710e-01 1.00000000e+00 1.00000000e+00]",轮次四,XGBoost,"文本特征: LDA, CV; 数值特征: 评论长度, 情感得分, 句子数, 平均句子长度; PCA: 否; RFE: 否"
