准确率,召回率,F1分数,假正率,假负率,AUC,fpr,tpr,轮次,模型,特征
0.8654,0.8769,0.9058,0.167,0.1231,0.9264,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00208768
 0.00208768 0.00208768 0.00208768 0.00208768 0.00208768 0.00208768
 0.00208768 0.00208768 0.00208768 0.00208768 0.00208768 0.00208768
 0.00208768 0.00208768 0.00208768 0.00417537 0.00417537 0.00417537
 0.00417537 0.00417537 0.00417537 0.00417537 0.00417537 0.00417537
 0.00417537 0.00417537 0.00417537 0.00417537 0.00417537 0.00417537
 0.00417537 0.00417537 0.00417537 0.00626305 0.00626305 0.00835073
 0.00835073 0.00835073 0.00835073 0.01043841 0.01043841 0.01043841
 0.01043841 0.01043841 0.01043841 0.01043841 0.01043841 0.0125261
 0.0125261  0.0125261  0.0125261  0.0125261  0.0125261  0.01461378
 0.01461378 0.01461378 0.01461378 0.01670146 0.01670146 0.01670146
 0.01670146 0.01670146 0.01670146 0.01670146 0.01670146 0.01670146
 0.01670146 0.01878914 0.01878914 0.02296451 0.02296451 0.02505219
 0.02505219 0.02505219 0.02505219 0.02713987 0.02713987 0.02713987
 0.02713987 0.02713987 0.02713987 0.02713987 0.02713987 0.02922756
 0.02922756 0.03131524 0.03131524 0.03131524 0.03340292 0.03340292
 0.03549061 0.03549061 0.03549061 0.03549061 0.03549061 0.03549061
 0.03757829 0.03757829 0.03966597 0.03966597 0.04175365 0.04175365
 0.04384134 0.04384134 0.04592902 0.04592902 0.0480167  0.0480167
 0.05010438 0.05010438 0.05219207 0.05219207 0.05427975 0.05427975
 0.05636743 0.05636743 0.05845511 0.05845511 0.0605428  0.0605428
 0.06263048 0.06263048 0.06471816 0.06471816 0.06680585 0.06680585
 0.06889353 0.06889353 0.07098121 0.07098121 0.07306889 0.07306889
 0.07515658 0.07515658 0.07724426 0.07724426 0.07933194 0.07933194
 0.08141962 0.08141962 0.08350731 0.08350731 0.08559499 0.08559499
 0.08768267 0.08768267 0.08977035 0.08977035 0.09394572 0.09394572
 0.0960334  0.0960334  0.09812109 0.09812109 0.10020877 0.10020877
 0.10229645 0.10229645 0.10438413 0.10438413 0.10647182 0.10647182
 0.1085595  0.1085595  0.11064718 0.11064718 0.11273486 0.11273486
 0.11482255 0.11482255 0.11691023 0.11691023 0.11899791 0.11899791
 0.12108559 0.12108559 0.12317328 0.12317328 0.12734864 0.12734864
 0.12943633 0.12943633 0.13361169 0.13361169 0.13987474 0.13987474
 0.14196242 0.14196242 0.14613779 0.14613779 0.15031315 0.15031315
 0.15240084 0.15240084 0.15448852 0.15448852 0.1565762  0.1565762
 0.16075157 0.16075157 0.16283925 0.16283925 0.16492693 0.16492693
 0.16701461 0.16701461 0.17327766 0.17327766 0.17954071 0.17954071
 0.18162839 0.18162839 0.18371608 0.18371608 0.18580376 0.18580376
 0.18789144 0.18789144 0.18997912 0.18997912 0.19206681 0.19206681
 0.19832985 0.19832985 0.20041754 0.20041754 0.2045929  0.2045929
 0.20668058 0.20668058 0.21085595 0.21085595 0.21503132 0.21503132
 0.217119   0.217119   0.21920668 0.21920668 0.22129436 0.22129436
 0.22755741 0.22755741 0.22964509 0.22964509 0.23173278 0.23173278
 0.23799582 0.23799582 0.24008351 0.24008351 0.24425887 0.24425887
 0.24634656 0.25052192 0.2526096  0.2526096  0.25678497 0.25678497
 0.25887265 0.25887265 0.26096033 0.26096033 0.26304802 0.26304802
 0.26722338 0.26722338 0.27139875 0.27139875 0.27348643 0.27348643
 0.27557411 0.27557411 0.27974948 0.27974948 0.28183716 0.28183716
 0.28601253 0.28601253 0.28810021 0.28810021 0.29227557 0.29227557
 0.29436326 0.29436326 0.30897704 0.30897704 0.31732777 0.31732777
 0.31941545 0.31941545 0.32985386 0.32985386 0.33194154 0.33194154
 0.33611691 0.33611691 0.35073069 0.35073069 0.35281837 0.35281837
 0.35490605 0.35490605 0.35699374 0.35699374 0.35908142 0.35908142
 0.36325678 0.36325678 0.3736952  0.3736952  0.37578288 0.37578288
 0.37787056 0.37787056 0.37995825 0.37995825 0.38413361 0.38413361
 0.38830898 0.38830898 0.39039666 0.39039666 0.39457203 0.39457203
 0.39665971 0.39665971 0.39874739 0.39874739 0.40292276 0.40292276
 0.40709812 0.40709812 0.4091858  0.4091858  0.41544885 0.41544885
 0.41753653 0.41753653 0.43006263 0.43006263 0.44050104 0.44050104
 0.44258873 0.44258873 0.45511482 0.45511482 0.4697286  0.4697286
 0.48016701 0.48016701 0.48434238 0.48434238 0.48851775 0.48851775
 0.49060543 0.49060543 0.49269311 0.49269311 0.49478079 0.49478079
 0.51356994 0.51356994 0.52609603 0.52609603 0.52818372 0.52818372
 0.54279749 0.54279749 0.54488518 0.54488518 0.54906054 0.54906054
 0.55741127 0.55949896 0.55949896 0.56367432 0.56367432 0.57620042
 0.57620042 0.58455115 0.58455115 0.59916493 0.61795407 0.61795407
 0.63048017 0.63048017 0.6388309  0.6388309  0.64091858 0.64091858
 0.65970772 0.65970772 0.68267223 0.68267223 0.68475992 0.68475992
 0.6868476  0.6868476  0.72025052 0.72025052 0.74321503 0.74321503
 0.75156576 0.75156576 0.75991649 0.75991649 0.77453027 0.77453027
 0.78079332 0.78079332 0.78914405 0.78914405 0.7954071  0.7954071
 0.80793319 0.80793319 0.93528184 0.93528184 0.94154489 0.94154489
 0.9519833  0.9519833  0.98956159 0.98956159 1.        ]","[0.00000000e+00 7.41289844e-04 8.15418829e-03 9.63676798e-03
 1.63083766e-02 2.07561156e-02 2.52038547e-02 2.66864344e-02
 4.15122313e-02 4.29948110e-02 4.52186805e-02 5.93031875e-02
 6.07857672e-02 6.22683469e-02 7.78354337e-02 8.08005930e-02
 8.30244626e-02 8.30244626e-02 9.48851001e-02 9.78502595e-02
 9.85915493e-02 1.01556709e-01 1.02297999e-01 1.40845070e-01
 1.43810230e-01 1.45292809e-01 1.51223128e-01 1.54188288e-01
 1.57894737e-01 1.60859896e-01 1.70496664e-01 1.73461824e-01
 1.77909563e-01 1.77909563e-01 1.82357302e-01 1.83839881e-01
 1.86805041e-01 1.88287620e-01 1.96441809e-01 1.99406968e-01
 2.09043736e-01 2.10526316e-01 2.16456635e-01 2.18680504e-01
 2.30541142e-01 2.34247591e-01 3.05411416e-01 3.06893996e-01
 3.16530764e-01 3.18754633e-01 3.25426242e-01 3.25426242e-01
 3.38769459e-01 3.38769459e-01 3.49888807e-01 3.51371386e-01
 3.64714603e-01 3.64714603e-01 3.76575241e-01 3.78057821e-01
 3.80281690e-01 3.82505560e-01 3.98813936e-01 4.01779096e-01
 4.47739066e-01 4.47739066e-01 4.67012602e-01 4.69977761e-01
 4.72942921e-01 4.74425500e-01 4.76649370e-01 4.76649370e-01
 4.91475167e-01 4.93699036e-01 4.95922906e-01 4.95922906e-01
 4.98146775e-01 5.02594514e-01 5.03335804e-01 5.05559674e-01
 5.07042254e-01 5.28539659e-01 5.32246108e-01 5.33728688e-01
 5.35952557e-01 5.35952557e-01 5.38176427e-01 5.38176427e-01
 5.38917717e-01 5.38917717e-01 5.41141586e-01 5.42624166e-01
 5.47071905e-01 5.47071905e-01 5.49295775e-01 5.54484804e-01
 5.58191253e-01 5.59673832e-01 5.60415122e-01 5.64121572e-01
 5.65604151e-01 5.65604151e-01 5.66345441e-01 5.66345441e-01
 5.68569311e-01 5.69310600e-01 5.69310600e-01 5.76723499e-01
 5.76723499e-01 5.78206079e-01 5.79688658e-01 5.88584136e-01
 5.91549296e-01 5.96738325e-01 5.96738325e-01 6.02668643e-01
 6.02668643e-01 6.06375093e-01 6.06375093e-01 6.12305411e-01
 6.14529281e-01 6.15270571e-01 6.15270571e-01 6.57524092e-01
 6.57524092e-01 6.71608599e-01 6.71608599e-01 6.76797628e-01
 6.76797628e-01 6.79762787e-01 6.79762787e-01 6.85693106e-01
 6.85693106e-01 6.93106004e-01 6.93106004e-01 7.10155671e-01
 7.10155671e-01 7.17568569e-01 7.17568569e-01 7.21275019e-01
 7.21275019e-01 7.25722758e-01 7.25722758e-01 7.30170497e-01
 7.30170497e-01 7.42031134e-01 7.42031134e-01 7.61304670e-01
 7.61304670e-01 7.66493699e-01 7.66493699e-01 7.68717569e-01
 7.68717569e-01 7.75389177e-01 7.75389177e-01 7.77613047e-01
 7.77613047e-01 7.79836916e-01 7.79836916e-01 7.82802076e-01
 7.82802076e-01 7.85025945e-01 7.85025945e-01 7.87991105e-01
 7.87991105e-01 7.92438844e-01 7.92438844e-01 7.94662713e-01
 7.94662713e-01 7.99851742e-01 7.99851742e-01 8.08005930e-01
 8.08005930e-01 8.10229800e-01 8.10229800e-01 8.10971090e-01
 8.10971090e-01 8.11712380e-01 8.11712380e-01 8.12453669e-01
 8.12453669e-01 8.14677539e-01 8.14677539e-01 8.23573017e-01
 8.23573017e-01 8.25796887e-01 8.25796887e-01 8.29503336e-01
 8.29503336e-01 8.30244626e-01 8.30244626e-01 8.33951075e-01
 8.33951075e-01 8.35433655e-01 8.35433655e-01 8.43587843e-01
 8.43587843e-01 8.45811712e-01 8.45811712e-01 8.46553002e-01
 8.46553002e-01 8.55448480e-01 8.55448480e-01 8.57672350e-01
 8.57672350e-01 8.59896219e-01 8.59896219e-01 8.60637509e-01
 8.60637509e-01 8.62861379e-01 8.62861379e-01 8.65085248e-01
 8.65085248e-01 8.66567828e-01 8.66567828e-01 8.67309118e-01
 8.67309118e-01 8.73239437e-01 8.73239437e-01 8.73980726e-01
 8.73980726e-01 8.76945886e-01 8.76945886e-01 8.77687176e-01
 8.77687176e-01 8.78428466e-01 8.78428466e-01 8.80652335e-01
 8.80652335e-01 8.81393625e-01 8.81393625e-01 8.82134915e-01
 8.82134915e-01 8.82876205e-01 8.82876205e-01 8.85841364e-01
 8.85841364e-01 8.86582654e-01 8.86582654e-01 8.91771683e-01
 8.91771683e-01 8.92512973e-01 8.92512973e-01 8.93254262e-01
 8.93254262e-01 8.95478132e-01 8.95478132e-01 8.96219422e-01
 8.96219422e-01 8.98443291e-01 8.98443291e-01 9.00667161e-01
 9.00667161e-01 9.01408451e-01 9.01408451e-01 9.02149741e-01
 9.02149741e-01 9.02891030e-01 9.02891030e-01 9.04373610e-01
 9.04373610e-01 9.05114900e-01 9.05114900e-01 9.14751668e-01
 9.14751668e-01 9.16234248e-01 9.16234248e-01 9.17716827e-01
 9.17716827e-01 9.18458117e-01 9.18458117e-01 9.19199407e-01
 9.19199407e-01 9.20681987e-01 9.20681987e-01 9.21423277e-01
 9.21423277e-01 9.22164566e-01 9.22164566e-01 9.23647146e-01
 9.23647146e-01 9.24388436e-01 9.24388436e-01 9.25129726e-01
 9.25129726e-01 9.26612305e-01 9.26612305e-01 9.27353595e-01
 9.27353595e-01 9.28094885e-01 9.28094885e-01 9.28836175e-01
 9.28836175e-01 9.30318755e-01 9.30318755e-01 9.31060044e-01
 9.31060044e-01 9.31801334e-01 9.31801334e-01 9.32542624e-01
 9.32542624e-01 9.33283914e-01 9.33283914e-01 9.34025204e-01
 9.34025204e-01 9.36249073e-01 9.36249073e-01 9.36990363e-01
 9.36990363e-01 9.37731653e-01 9.37731653e-01 9.38472943e-01
 9.38472943e-01 9.39955523e-01 9.39955523e-01 9.40696812e-01
 9.40696812e-01 9.42179392e-01 9.42179392e-01 9.42920682e-01
 9.42920682e-01 9.43661972e-01 9.43661972e-01 9.44403262e-01
 9.44403262e-01 9.45144552e-01 9.45144552e-01 9.45885841e-01
 9.45885841e-01 9.46627131e-01 9.46627131e-01 9.47368421e-01
 9.47368421e-01 9.48851001e-01 9.48851001e-01 9.49592291e-01
 9.49592291e-01 9.51074870e-01 9.51074870e-01 9.54040030e-01
 9.54040030e-01 9.54781319e-01 9.54781319e-01 9.55522609e-01
 9.55522609e-01 9.57005189e-01 9.57005189e-01 9.58487769e-01
 9.58487769e-01 9.62194218e-01 9.62194218e-01 9.62935508e-01
 9.62935508e-01 9.64418087e-01 9.64418087e-01 9.65900667e-01
 9.65900667e-01 9.66641957e-01 9.66641957e-01 9.67383247e-01
 9.67383247e-01 9.68124537e-01 9.68124537e-01 9.68865827e-01
 9.68865827e-01 9.69607116e-01 9.69607116e-01 9.70348406e-01
 9.70348406e-01 9.71089696e-01 9.71089696e-01 9.71830986e-01
 9.71830986e-01 9.72572276e-01 9.72572276e-01 9.73313566e-01
 9.73313566e-01 9.74054855e-01 9.74054855e-01 9.74796145e-01
 9.74796145e-01 9.75537435e-01 9.75537435e-01 9.76278725e-01
 9.76278725e-01 9.77761305e-01 9.77761305e-01 9.78502595e-01
 9.78502595e-01 9.79243884e-01 9.79243884e-01 9.79985174e-01
 9.80726464e-01 9.80726464e-01 9.81467754e-01 9.81467754e-01
 9.82209044e-01 9.82209044e-01 9.82950334e-01 9.82950334e-01
 9.82950334e-01 9.83691623e-01 9.83691623e-01 9.84432913e-01
 9.84432913e-01 9.85174203e-01 9.85174203e-01 9.86656783e-01
 9.86656783e-01 9.88139362e-01 9.88139362e-01 9.88880652e-01
 9.88880652e-01 9.89621942e-01 9.89621942e-01 9.90363232e-01
 9.90363232e-01 9.91104522e-01 9.91104522e-01 9.91845812e-01
 9.91845812e-01 9.92587102e-01 9.92587102e-01 9.93328391e-01
 9.93328391e-01 9.94069681e-01 9.94069681e-01 9.94810971e-01
 9.94810971e-01 9.95552261e-01 9.95552261e-01 9.96293551e-01
 9.96293551e-01 9.97034841e-01 9.97034841e-01 9.97776130e-01
 9.97776130e-01 9.98517420e-01 9.98517420e-01 9.99258710e-01
 9.99258710e-01 1.00000000e+00 1.00000000e+00]",轮次七,SVM,"文本特征: TF-IDF, LDA; 数值特征: 情感得分; PCA: 否; RFE: 否"
0.8589,0.8807,0.9021,0.2025,0.1193,0.9206,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.00208768 0.00208768
 0.00208768 0.00208768 0.00208768 0.00208768 0.00208768 0.00208768
 0.00208768 0.00208768 0.00208768 0.00208768 0.00208768 0.00208768
 0.00208768 0.00208768 0.00208768 0.00208768 0.00208768 0.00208768
 0.00417537 0.00417537 0.00626305 0.00626305 0.00626305 0.00626305
 0.00626305 0.00626305 0.00626305 0.00626305 0.00835073 0.00835073
 0.00835073 0.00835073 0.00835073 0.00835073 0.00835073 0.00835073
 0.00835073 0.00835073 0.00835073 0.01043841 0.01043841 0.01043841
 0.01043841 0.01043841 0.01043841 0.01043841 0.01043841 0.0125261
 0.0125261  0.0125261  0.0125261  0.0125261  0.0125261  0.0125261
 0.0125261  0.0125261  0.0125261  0.01461378 0.01461378 0.01670146
 0.01670146 0.01878914 0.01878914 0.01878914 0.01878914 0.02087683
 0.02087683 0.02087683 0.02087683 0.02087683 0.02087683 0.02296451
 0.02296451 0.02505219 0.02505219 0.02505219 0.02713987 0.02713987
 0.02713987 0.02713987 0.02922756 0.02922756 0.02922756 0.02922756
 0.03131524 0.03131524 0.03131524 0.03131524 0.03131524 0.03131524
 0.03131524 0.03131524 0.03340292 0.03340292 0.03549061 0.03549061
 0.03966597 0.03966597 0.04175365 0.04175365 0.04384134 0.04384134
 0.04384134 0.04592902 0.04592902 0.05010438 0.05010438 0.05010438
 0.05010438 0.05219207 0.05219207 0.05219207 0.05427975 0.05427975
 0.05636743 0.05636743 0.06471816 0.06471816 0.06680585 0.06680585
 0.06889353 0.06889353 0.06889353 0.07306889 0.07306889 0.07724426
 0.07724426 0.07933194 0.07933194 0.07933194 0.07933194 0.08141962
 0.08141962 0.08141962 0.08141962 0.08350731 0.08350731 0.08350731
 0.08350731 0.08350731 0.08559499 0.08559499 0.09185804 0.09185804
 0.09394572 0.09394572 0.0960334  0.0960334  0.09812109 0.09812109
 0.10020877 0.10020877 0.10229645 0.10229645 0.10438413 0.10438413
 0.1085595  0.1085595  0.11691023 0.11899791 0.11899791 0.11899791
 0.11899791 0.12317328 0.12317328 0.12526096 0.12526096 0.12734864
 0.12734864 0.13569937 0.13569937 0.13778706 0.13778706 0.13987474
 0.13987474 0.13987474 0.14196242 0.14196242 0.1440501  0.1440501
 0.14613779 0.14613779 0.14822547 0.14822547 0.15031315 0.15031315
 0.15240084 0.15240084 0.15448852 0.15448852 0.1565762  0.1565762
 0.15866388 0.15866388 0.16075157 0.16075157 0.16492693 0.16492693
 0.1691023  0.1691023  0.17118998 0.17118998 0.17327766 0.17327766
 0.17745303 0.17745303 0.18371608 0.18371608 0.18580376 0.18997912
 0.19206681 0.19206681 0.20041754 0.20041754 0.20250522 0.20250522
 0.2045929  0.2045929  0.20876827 0.20876827 0.21085595 0.21085595
 0.21294363 0.21294363 0.21503132 0.21503132 0.217119   0.217119
 0.21920668 0.21920668 0.22338205 0.22338205 0.22755741 0.22755741
 0.22964509 0.22964509 0.23173278 0.23173278 0.23799582 0.24008351
 0.24008351 0.24217119 0.24217119 0.24425887 0.24425887 0.25052192
 0.2526096  0.25887265 0.25887265 0.26096033 0.26096033 0.26304802
 0.26304802 0.26722338 0.26722338 0.26931106 0.26931106 0.27139875
 0.27139875 0.2776618  0.2776618  0.27974948 0.27974948 0.28183716
 0.28183716 0.28392484 0.28392484 0.29853862 0.30480167 0.30480167
 0.30897704 0.30897704 0.31524008 0.31524008 0.31732777 0.31732777
 0.31941545 0.31941545 0.32359081 0.32359081 0.32776618 0.32776618
 0.32985386 0.32985386 0.33611691 0.33611691 0.34237996 0.34237996
 0.35281837 0.35281837 0.35490605 0.35490605 0.35699374 0.35699374
 0.37160752 0.37160752 0.3736952  0.3736952  0.38204593 0.38204593
 0.38830898 0.38830898 0.39248434 0.39248434 0.39665971 0.39665971
 0.39874739 0.39874739 0.40292276 0.40292276 0.40501044 0.41127349
 0.41127349 0.41336117 0.41336117 0.41962422 0.41962422 0.43006263
 0.434238   0.43841336 0.43841336 0.45093946 0.45511482 0.45929019
 0.45929019 0.46137787 0.46137787 0.47390397 0.47390397 0.50313152
 0.50313152 0.50521921 0.50521921 0.50939457 0.50939457 0.5177453
 0.52192067 0.5302714  0.5302714  0.53235908 0.53235908 0.54279749
 0.56158664 0.56784969 0.56784969 0.58663883 0.58663883 0.59290188
 0.62004175 0.62839248 0.62839248 0.63048017 0.63048017 0.6388309
 0.6388309  0.64091858 0.65135699 0.65344468 0.65344468 0.66805846
 0.67223382 0.67223382 0.6868476  0.6868476  0.68893528 0.68893528
 0.69728601 0.74112735 0.74530271 0.74530271 0.74947808 0.74947808
 0.76409186 0.76409186 0.77244259 0.78079332 0.78914405 0.78914405
 0.79331942 0.79749478 0.81210856 0.81210856 0.81419624 0.81419624
 0.82672234 0.82672234 0.8308977  0.8308977  0.83924843 0.83924843
 0.8434238  0.8434238  0.84968685 0.84968685 0.86012526 0.86012526
 0.87891441 0.88308977 0.90605428 0.90605428 0.93110647 0.93110647
 1.        ]","[0.00000000e+00 7.41289844e-04 1.11193477e-02 1.55670867e-02
 3.78057821e-02 3.92883617e-02 4.15122313e-02 5.26315789e-02
 5.41141586e-02 5.93031875e-02 8.37657524e-02 8.45070423e-02
 1.23795404e-01 1.49740549e-01 1.51223128e-01 1.54929577e-01
 1.54929577e-01 1.69014085e-01 1.70496664e-01 1.71979244e-01
 1.74944403e-01 1.81616012e-01 1.85322461e-01 2.09043736e-01
 2.10526316e-01 2.26093403e-01 2.27575982e-01 2.32765011e-01
 2.34247591e-01 2.42401779e-01 2.45366938e-01 2.58710156e-01
 2.61675315e-01 2.63899185e-01 2.65381764e-01 2.72794663e-01
 2.72794663e-01 2.78724981e-01 2.78724981e-01 2.80207561e-01
 2.82431431e-01 2.83914010e-01 2.85396590e-01 2.86137880e-01
 2.87620460e-01 2.89844329e-01 2.89844329e-01 2.97257228e-01
 3.01704967e-01 3.08376575e-01 3.31356560e-01 3.33580430e-01
 3.38769459e-01 3.44699778e-01 3.46923647e-01 3.49888807e-01
 3.51371386e-01 3.51371386e-01 3.59525574e-01 3.66197183e-01
 3.67679763e-01 3.69162342e-01 3.71386212e-01 3.72868792e-01
 3.78057821e-01 3.78057821e-01 3.83246850e-01 3.86953299e-01
 3.97331357e-01 3.98813936e-01 4.18828762e-01 4.20311342e-01
 4.25500371e-01 4.26982950e-01 4.57375834e-01 4.57375834e-01
 4.61082283e-01 4.61082283e-01 4.63306153e-01 4.63306153e-01
 4.65530022e-01 4.67753892e-01 4.70719051e-01 4.70719051e-01
 4.75908080e-01 4.77390660e-01 4.79614529e-01 4.81097109e-01
 4.82579689e-01 4.82579689e-01 4.92957746e-01 4.92957746e-01
 5.01853225e-01 5.04077094e-01 5.04077094e-01 5.05559674e-01
 5.10007413e-01 5.23350630e-01 5.23350630e-01 5.26315789e-01
 5.27798369e-01 5.31504818e-01 5.31504818e-01 5.32987398e-01
 5.35952557e-01 5.45589325e-01 5.47071905e-01 5.50037064e-01
 5.51519644e-01 5.53002224e-01 5.53002224e-01 5.61156412e-01
 5.61156412e-01 5.70793180e-01 6.02668643e-01 6.04892513e-01
 6.04892513e-01 6.07116383e-01 6.07116383e-01 6.08598962e-01
 6.10081542e-01 6.10081542e-01 6.11564122e-01 6.11564122e-01
 6.22683469e-01 6.27131208e-01 6.30096368e-01 6.30096368e-01
 6.32320237e-01 6.34544107e-01 6.34544107e-01 6.35285397e-01
 6.35285397e-01 6.37509266e-01 6.58265382e-01 6.59006672e-01
 6.59006672e-01 6.63454411e-01 6.63454411e-01 6.84951816e-01
 6.85693106e-01 6.85693106e-01 6.89399555e-01 7.05707932e-01
 7.07931801e-01 7.07931801e-01 7.16085990e-01 7.19051149e-01
 7.38324685e-01 7.38324685e-01 7.39807265e-01 7.41289844e-01
 7.43513714e-01 7.43513714e-01 7.45737583e-01 7.47220163e-01
 7.56856931e-01 7.58339511e-01 7.58339511e-01 7.59822090e-01
 7.59822090e-01 7.61304670e-01 7.61304670e-01 7.67234989e-01
 7.67234989e-01 7.69458858e-01 7.69458858e-01 7.73165308e-01
 7.73165308e-01 7.78354337e-01 7.78354337e-01 7.79836916e-01
 7.79836916e-01 7.85025945e-01 7.85025945e-01 7.88732394e-01
 8.11712380e-01 8.11712380e-01 8.13936249e-01 8.15418829e-01
 8.19866568e-01 8.19866568e-01 8.25055597e-01 8.25055597e-01
 8.26538176e-01 8.26538176e-01 8.28762046e-01 8.28762046e-01
 8.29503336e-01 8.29503336e-01 8.30244626e-01 8.30244626e-01
 8.30985915e-01 8.32468495e-01 8.32468495e-01 8.34692365e-01
 8.34692365e-01 8.36916234e-01 8.36916234e-01 8.39140104e-01
 8.39140104e-01 8.39881394e-01 8.39881394e-01 8.44329133e-01
 8.44329133e-01 8.48035582e-01 8.48035582e-01 8.48776872e-01
 8.48776872e-01 8.49518162e-01 8.49518162e-01 8.52483321e-01
 8.59896219e-01 8.60637509e-01 8.60637509e-01 8.61378799e-01
 8.61378799e-01 8.62861379e-01 8.62861379e-01 8.63602669e-01
 8.63602669e-01 8.65085248e-01 8.65085248e-01 8.66567828e-01
 8.66567828e-01 8.70274277e-01 8.70274277e-01 8.75463306e-01
 8.75463306e-01 8.76204596e-01 8.76204596e-01 8.78428466e-01
 8.78428466e-01 8.82134915e-01 8.82134915e-01 8.83617494e-01
 8.83617494e-01 8.84358784e-01 8.90289103e-01 8.91030393e-01
 8.91030393e-01 8.92512973e-01 8.92512973e-01 8.93254262e-01
 8.93254262e-01 8.97702001e-01 8.97702001e-01 8.98443291e-01
 8.98443291e-01 8.99184581e-01 8.99184581e-01 9.02149741e-01
 9.02149741e-01 9.03632320e-01 9.03632320e-01 9.04373610e-01
 9.08080059e-01 9.08080059e-01 9.08821349e-01 9.08821349e-01
 9.10303929e-01 9.10303929e-01 9.11786509e-01 9.11786509e-01
 9.12527798e-01 9.12527798e-01 9.13269088e-01 9.13269088e-01
 9.14010378e-01 9.14010378e-01 9.16234248e-01 9.16234248e-01
 9.22164566e-01 9.22164566e-01 9.23647146e-01 9.23647146e-01
 9.24388436e-01 9.24388436e-01 9.25871016e-01 9.25871016e-01
 9.28094885e-01 9.28094885e-01 9.28836175e-01 9.28836175e-01
 9.29577465e-01 9.36990363e-01 9.36990363e-01 9.37731653e-01
 9.37731653e-01 9.39955523e-01 9.39955523e-01 9.40696812e-01
 9.40696812e-01 9.41438102e-01 9.41438102e-01 9.42179392e-01
 9.42179392e-01 9.42920682e-01 9.42920682e-01 9.43661972e-01
 9.43661972e-01 9.46627131e-01 9.46627131e-01 9.48109711e-01
 9.48109711e-01 9.48851001e-01 9.48851001e-01 9.50333580e-01
 9.50333580e-01 9.51074870e-01 9.51074870e-01 9.55522609e-01
 9.55522609e-01 9.58487769e-01 9.58487769e-01 9.59970348e-01
 9.59970348e-01 9.60711638e-01 9.60711638e-01 9.61452928e-01
 9.61452928e-01 9.62194218e-01 9.62194218e-01 9.62935508e-01
 9.62935508e-01 9.63676798e-01 9.63676798e-01 9.64418087e-01
 9.65159377e-01 9.65159377e-01 9.65900667e-01 9.65900667e-01
 9.66641957e-01 9.66641957e-01 9.67383247e-01 9.67383247e-01
 9.68124537e-01 9.68124537e-01 9.69607116e-01 9.69607116e-01
 9.69607116e-01 9.69607116e-01 9.70348406e-01 9.70348406e-01
 9.71830986e-01 9.71830986e-01 9.72572276e-01 9.72572276e-01
 9.74054855e-01 9.74054855e-01 9.74796145e-01 9.74796145e-01
 9.76278725e-01 9.76278725e-01 9.76278725e-01 9.76278725e-01
 9.77020015e-01 9.77020015e-01 9.78502595e-01 9.78502595e-01
 9.78502595e-01 9.78502595e-01 9.79243884e-01 9.79243884e-01
 9.79985174e-01 9.79985174e-01 9.79985174e-01 9.79985174e-01
 9.80726464e-01 9.80726464e-01 9.81467754e-01 9.81467754e-01
 9.82209044e-01 9.82209044e-01 9.82209044e-01 9.82209044e-01
 9.82950334e-01 9.82950334e-01 9.82950334e-01 9.83691623e-01
 9.83691623e-01 9.84432913e-01 9.84432913e-01 9.85174203e-01
 9.85174203e-01 9.87398073e-01 9.87398073e-01 9.88139362e-01
 9.88139362e-01 9.90363232e-01 9.90363232e-01 9.91104522e-01
 9.91104522e-01 9.91104522e-01 9.91104522e-01 9.91845812e-01
 9.91845812e-01 9.91845812e-01 9.91845812e-01 9.92587102e-01
 9.92587102e-01 9.93328391e-01 9.93328391e-01 9.94069681e-01
 9.94069681e-01 9.95552261e-01 9.95552261e-01 9.96293551e-01
 9.96293551e-01 9.97034841e-01 9.97034841e-01 9.97776130e-01
 9.97776130e-01 9.98517420e-01 9.98517420e-01 9.98517420e-01
 9.98517420e-01 9.99258710e-01 9.99258710e-01 1.00000000e+00
 1.00000000e+00]",轮次七,XGBoost,"文本特征: TF-IDF, LDA; 数值特征: 情感得分; PCA: 否; RFE: 否"
